company,url,listingNo,ListingAddr,ListingTittle,ExistOnHougarden,ExistOnOneroof
bayleys,https://www.bayleys.co.nz/2651748,2651748,"2 Peregrine Place, Kinloch",Cool industrial vibe,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651749,2651749,"120 Kinloch Road, Kinloch",Family holidays forever,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651751,2651751,"15 Victory Drive, Wharewaka",Prime position in a trendy subdivision,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651752,2651752,"Lot 26 Okaia Drive, Kinloch",Exciting and new,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651756,2651756,"17 Hilden Place, Hilltop",Charming character ticks all the boxes,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651757,2651757,"1 Kips Way, Rangatira Park",Hamlet - Taupo's best kept secret,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651758,2651758,"16 Birch Street, Hilltop",A new level of luxury for Hilltop families,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651759,2651759,"2 Charnley Gardens, Whakaipo Bay",The good life,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651761,2651761,"224 Lake Terrace, Waipahihi",One of a kind bespoke design and location,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651762,2651762,"12 March Brown Place, Nukuhau",March into March Brown,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651764,2651764,"1886 Whangamata Road, Marotiri",The first step to a new lifestyle,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651765,2651765,"1/10 Puriri Street, Hilltop",Homely in Hilltop,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651766,2651766,"81 Taupo View Road, Hilltop",Spring into this Hilltop opportunity,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651767,2651767,"96 Jarden Mile, Brentwood",Such a successful plan!,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651774,2651774,"6 Kestrel Lane, Kinloch",Spectacular sunsets with lake views,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651777,2651777,"2/26 Aubrey Crescent, Rainbow Point",Enchanting in Rainbow Point,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651783,2651783,"15 Penny Grove, Brentwood","Easy build, easy living",Yes,Yes
bayleys,https://www.bayleys.co.nz/2651784,2651784,"2/29 Elizabeth Street, Tauhara","Modern, sunny and bright",Yes,Yes
bayleys,https://www.bayleys.co.nz/2651786,2651786,"81 Hyde Avenue, Richmond Heights",Start with a blank canvas,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651791,2651791,"17 Whakamoenga Point, Acacia Bay",First class waterfront section,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651792,2651792,"27 Te Urunga Place, Acacia Bay",Palatial in Acacia Bay,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651796,2651796,"2/7 Kathleen Place, Rainbow Point",Rainbow magic,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651798,2651798,"1 Brompton Close, Richmond Heights",Trendsetter home to show how it should be done,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651800,2651800,"4 Shera Street, Acacia Bay",Family entertainer,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651808,2651808,"4, 249 Taharepa Road, Tauhara",First home or first investment,Yes,Yes
bayleys,https://www.bayleys.co.nz/2651810,2651810,"1/83 Arthur Crescent, Hilltop",Open your eyes - What a surprise!,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700156,2700156,"Lot 1 - 26 Parekawa Drive, Stage 12A, Motuoapa","Last chance, get in quick!",Yes,Yes
bayleys,https://www.bayleys.co.nz/2700169,2700169,"96 Omori Road, Omori",Your lakeside life is calling,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700238,2700238,"31 Turangitukua Terrace, Whareroa",Wow! What a view.,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700264,2700264,"17 Poriwira Drive, Whareroa",Whareroa Treasure!,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700320,2700320,"8 Ngapera Way, Omori",Views Views Views,Yes,No
bayleys,https://www.bayleys.co.nz/2700479,2700479,"12/83 Grace Road, Turangi",Challenges A Comparison,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700505,2700505,"11 Parekarangi Grove, Turangi",Solid Investment,Yes,No
bayleys,https://www.bayleys.co.nz/2700526,2700526,"17/20-88 Pukawa Road, Oreti Village, Pukawa",What A View!,Yes,No
bayleys,https://www.bayleys.co.nz/2700531,2700531,"1  Delta View Lane, Omori",Opportunity knocks,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700593,2700593,"68 Hauraki Terrace, Pukawa",Definitely Affordable,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700605,2700605,"7 Elder Lane, Turangi",Fish me out,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700606,2700606,"22 Wai Kite Kite Place, Motuoapa",You want the best?,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700610,2700610,"51 Rangiamohia Road, Turangi",Passive investment opportunity,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700613,2700613,"96 Grace Road, Turangi",Freehold Lifestyle Land,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700614,2700614,"13 Ngahana Place, Turangi",Don't miss out!,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700616,2700616,"8 Nehi Grove, Turangi",Giddy up!,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700617,2700617,"10 Rowena Crescent, Motuoapa","Options, options, options!",Yes,Yes
bayleys,https://www.bayleys.co.nz/2700619,2700619,"9 Herea Avenue, Motuoapa","Views, location, vacations!",Yes,Yes
bayleys,https://www.bayleys.co.nz/2700621,2700621,"37 Te Iwiheke Place, Turangi",602 @ 37 Te Iwiheke Place,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700629,2700629,"20 Kaimanawa Street, Omori",Retreat To The Dolls House,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700630,2700630,"5 Te Kuru Lane, Pukawa",The Secret Is Out,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700631,2700631,"3 Te Kuru Lane, Pukawa",Instantly Appealing,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700632,2700632,"23 Ngahana Place, Turangi",Get busy building!,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700633,2700633,"12 Kowhai Drive, Pukawa","Vineyard, Landbank Or Future House Build",Yes,Yes
bayleys,https://www.bayleys.co.nz/2700634,2700634,"10 Kowhai Drive, Pukawa","Panoramic views, private sanctuary and income",Yes,Yes
bayleys,https://www.bayleys.co.nz/2700637,2700637,"16 Hinekapi Terrace, Whareroa",Cosy With Views,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700638,2700638,"5 Manunui Street, Kuratau",Would This Interest You,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700639,2700639,"25 Pihanga Road, Kuratau",Peace And Tranquility,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700640,2700640,"38 Te Whakarau Street, Turangi",Move in and enjoy!,Yes,Yes
bayleys,https://www.bayleys.co.nz/2700641,2700641,"149 Te Rangitautahanga Road, Turangi",Reserve your seat!,Yes,Yes
bayleys,https://www.bayleys.co.nz/2750219,2750219,"Lot 1-3 Pukenui Drive, Mahanga",Beachfront Sections in Magical Mahanga,Yes,Yes
bayleys,https://www.bayleys.co.nz/2750406,2750406,"Lots 1, 2 & 3  Kaiaua Road, Tolaga Bay",Lifestyle Sections Near Kaiaua Beach,Yes,Yes
bayleys,https://www.bayleys.co.nz/2751308,2751308,"1 Rutene Road, Kaiti","Prime location, prime opportunity",Yes,Yes
bayleys,https://www.bayleys.co.nz/2751373,2751373,"210 Kopu Road, Wairoa",,Yes,Yes
bayleys,https://www.bayleys.co.nz/2751393,2751393,"31 Kuku Avenue, Mahia Beach",Classic Kiwi beach bach,Yes,Yes
bayleys,https://www.bayleys.co.nz/2751403,2751403,"00 Beach Cove, Wainui Beach",Beach Cove - A Lifestyle Destination,Yes,Yes
bayleys,https://www.bayleys.co.nz/2751429,2751429,"31 Haronga Road, Inner Kaiti",,Yes,Yes
bayleys,https://www.bayleys.co.nz/2751449,2751449,"8B Koura Crescent, Mahia Beach",Entry-level opportunity in Mahia Beach,Yes,Yes
bayleys,https://www.bayleys.co.nz/2751458,2751458,"441A Mahia East Coast Road, Mahia Peninsula",Ready and waiting...your new Mahia beach house!,Yes,Yes
bayleys,https://www.bayleys.co.nz/2751473,2751473,"404 Clifford Street, Mangapapa",Nothing to do here,Yes,Yes
bayleys,https://www.bayleys.co.nz/2751474,2751474,"310 Whitaker Street, Whataupoko",,Yes,Yes
bayleys,https://www.bayleys.co.nz/2751490,2751490,"37 Ayton Street, Mangapapa",,Yes,Yes
bayleys,https://www.bayleys.co.nz/2751495,2751495,"335 Childers Road, Gisborne",Cash Flow Investment,Yes,Yes
bayleys,https://www.bayleys.co.nz/2751503,2751503,"303 and 305 Ormond Road and 32 King Street, Mangapapa","Residential investment, development or re-purpose",Yes,No
bayleys,https://www.bayleys.co.nz/2851832,2851832,"20b Brookvale Road, Havelock North",A Slice of Heaven,Yes,Yes
bayleys,https://www.bayleys.co.nz/2851844,2851844,"513 Southampton Street East, Akina",Endless Opportunities,Yes,Yes
bayleys,https://www.bayleys.co.nz/2870651,2870651,"2382 Takapau Road, Waipukurau",First home or great investment,Yes,Yes
bayleys,https://www.bayleys.co.nz/2870663,2870663,"4A Matthew Street, Waipawa",Nest or Invest,Yes,Yes
bayleys,https://www.bayleys.co.nz/2870665,2870665,"11 Coronation Street, Norsewood",Opportunity knocks,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900004,2900004,"17 Ruapehu Road, Ohakune",Opportunity Plus,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900013,2900013,"5 Ngauruhoe Street, Waiouru","Million-dollar view, stunning inside",Yes,Yes
bayleys,https://www.bayleys.co.nz/2900017,2900017,"2/180 Mangawhero Terrace, Ohakune",Great Location,Yes,No
bayleys,https://www.bayleys.co.nz/2900018,2900018,"3/180 Mangawhero Terrace, Ohakune",Great Location,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900021,2900021,"21 Willow Lane, Ohakune",Perched pretty,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900042,2900042,"7 Utuhia Place, Ohakune",Seven bedrooms in the heart of the Junction,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900044,2900044,"939 Raetihi Ohakune Road, Ohakune","Privacy, space and seclusion",Yes,Yes
bayleys,https://www.bayleys.co.nz/2900045,2900045,"D/22 Marino Street, Rangataua",A Great Base!,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900050,2900050,"134B Miro Street, Ohakune",Looking for an opportunity?,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900056,2900056,"148 Mangawhero Terrace, Ohakune",Take your pick,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900057,2900057,"146 Mangawhero Terrace, Ohakune",Take your pick,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900058,2900058,"3 Snowberry Lane, Ohakune",Take your pick,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900059,2900059,"7 Snowberry Lane, Ohakune",Take your pick,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900060,2900060,"7 Rangipo Street, Waiouru",Develop or land bank,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900061,2900061,"1 Snowberry Lane, Ohakune",Take your pick,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900062,2900062,"5 Snowberry Lane, Ohakune",Take your pick,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900064,2900064,"10 Lee Street, Ohakune",Take your pick,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900065,2900065,"4 Lee Street, Ohakune",Take your pick,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900066,2900066,"6 Lee Street, Ohakune",Take your pick,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900067,2900067,"8 Lee Street, Ohakune",Take your pick,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900068,2900068,"12 Lee Street, Ohakune",Take your pick,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900070,2900070,"16 State Highway 1, Waiouru",Two units with good yield,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900072,2900072,"12 Omaki Road, Owhango","Lodge, your next home, or bach",Yes,Yes
bayleys,https://www.bayleys.co.nz/2900077,2900077,"17 Moore Street, Ohakune",A perfect package on Moore,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900079,2900079,"A/45 Goldfinch Street, Ohakune",Vendors want action,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900081,2900081,"14 Tau Street, Rangataua",A great opportunity in Rangataua,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900082,2900082,"Lot 1 163 Miro Street, Ohakune",Need any encouragement?,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900083,2900083,"Lot 4 163 Miro Street, Ohakune",Need any encouragement?,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900084,2900084,"Lot 3 163 Miro Street, Ohakune",Need any encouragement ?,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900085,2900085,"Lot 5 163 Miro Street, Ohakune",Need any encouragement?,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900086,2900086,"1 Willow Lane, Ohakune",Wow on Willow,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900087,2900087,"181 Mangawhero River Road, Ohakune","Rural retreat, close to town",Yes,Yes
bayleys,https://www.bayleys.co.nz/2900089,2900089,"4 King Street, Raetihi",Make it happen!,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900090,2900090,"1 Huia Rise, Ohakune",High and mighty,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900091,2900091,"2520 State Highway 49, Ohakune",Seize the opportunity,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900092,2900092,"6 Parapara Road, Raetihi",Affordable small town serenity,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900095,2900095,"10 Kaha Street, Rangataua",Peaceful retreat,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900096,2900096,"9A Shannon Street, Ohakune",House and land package on Shannon,Yes,No
bayleys,https://www.bayleys.co.nz/2900097,2900097,"9B Shannon Street, Ohakune",House and land package on Shannon,Yes,Yes
bayleys,https://www.bayleys.co.nz/2900098,2900098,"9C Shannon Street, Ohakune","Private off-street, excellent location",Yes,No
bayleys,https://www.bayleys.co.nz/2900099,2900099,"9D Shannon Street, Ohakune","Private off-street, excellent location",Yes,Yes
bayleys,https://www.bayleys.co.nz/2900100,2900100,"1 Wineberry Lane, Ohakune","Modern magic - ""Silver Star""",Yes,Yes
bayleys,https://www.bayleys.co.nz/3000834,3000834,"11 Tulloch Street, St Johns Hill",Searching for the best?,Yes,Yes
bayleys,https://www.bayleys.co.nz/3000844,3000844,"22 Landguard Road, Putiki",Two mountain morning,Yes,Yes
bayleys,https://www.bayleys.co.nz/3000859,3000859,"2 Burtts Road, Durie Hill",A modern-day fairy tale,Yes,Yes
bayleys,https://www.bayleys.co.nz/3000861,3000861,"21 Gibbons Crescent, Castlecliff",Gardener's delight,Yes,Yes
bayleys,https://www.bayleys.co.nz/3000873,3000873,"35A Durie Vale Road, Durie Hill",Hidden paradise,Yes,Yes
bayleys,https://www.bayleys.co.nz/3000891,3000891,"4 Wairere Road, Bastia Hill",Section with river views. Create something special,Yes,Yes
bayleys,https://www.bayleys.co.nz/3000895,3000895,"41 Caffray Avenue, Aramoho",House + love = home,Yes,Yes
bayleys,https://www.bayleys.co.nz/3000896,3000896,"46 Mount View Road, Bastia Hill",Majestic views on Mount View,Yes,Yes
bayleys,https://www.bayleys.co.nz/3000900,3000900,"65B Totara Street, Tawhero",Tucked away on Totara,Yes,Yes
bayleys,https://www.bayleys.co.nz/3000901,3000901,"193C Great North Road, Otamatea",Family friendly opportunity in Otamatea,Yes,Yes
bayleys,https://www.bayleys.co.nz/3000909,3000909,"20 Bignell Street, Gonville",Best on Bignell,Yes,Yes
bayleys,https://www.bayleys.co.nz/3000913,3000913,"62 Jellicoe Street, Whanganui East",Jewel on Jellicoe,Yes,Yes
bayleys,https://www.bayleys.co.nz/3000914,3000914,"11 Hillside Terrace, Saint Johns Hill",Heavenly views,Yes,Yes
bayleys,https://www.bayleys.co.nz/3000915,3000915,"10 Rangitikei Street, Whanganui East",So much room,Yes,Yes
bayleys,https://www.bayleys.co.nz/3000921,3000921,"3/32 Harrison Street, Whanganui City",Happy days on Harrison,Yes,Yes
bayleys,https://www.bayleys.co.nz/3000922,3000922,"81 Mangawhero Road, Mangamahu",Mangawhero magic,Yes,Yes
bayleys,https://www.bayleys.co.nz/3051395,3051395,"34a Palm Avenue, Hokowhitu",Incredibly private 1730sqm established section,Yes,Yes
bayleys,https://www.bayleys.co.nz/3051400,3051400,"140 Albert Street, Terrace End",Immaculate townhouse with independent unit,Yes,Yes
bayleys,https://www.bayleys.co.nz/3051424,3051424,"33 Silicon Way, Turitea",Brand New - and ready for you!,Yes,Yes
bayleys,https://www.bayleys.co.nz/3051425,3051425,"35 Silicon Way, Turitea",Entertaining made easy!,Yes,Yes
bayleys,https://www.bayleys.co.nz/3051427,3051427,"30 Varsity Heights, Fitzherbert",Stunning views - Family home,Yes,Yes
bayleys,https://www.bayleys.co.nz/3051429,3051429,"13 Varsity Heights, Fitzherbert",Fall in Love - Modern masterpiece,Yes,Yes
bayleys,https://www.bayleys.co.nz/3051439,3051439,"3 Colombo Street, Hokowhitu",Unequalled Inner City Quality Build,Yes,Yes
bayleys,https://www.bayleys.co.nz/3051460,3051460," Centennial Park, Centennial Drive, Hokowhitu","An executive, contemporary residential community",Yes,Yes
bayleys,https://www.bayleys.co.nz/3051462,3051462,"2/145 College Street, Awapuni","Wise Investment Plan Under $300,000",Yes,Yes
bayleys,https://www.bayleys.co.nz/3051463,3051463,"16 Alan Street, Palmerston North",Inspiring Refurbished Character Family Home,Yes,Yes
bayleys,https://www.bayleys.co.nz/3051464,3051464,"Lot 42 Vaucluse Heights, Fitzherbert",998sqm Flat Section-Reserve Views,Yes,Yes
bayleys,https://www.bayleys.co.nz/3100215,3100215,"4 George Street, Bulls",,Yes,Yes
bayleys,https://www.bayleys.co.nz/3100216,3100216,"7 Edwards Street, Kimbolton",Charming Church property with potential,Yes,Yes
bayleys,https://www.bayleys.co.nz/3230352,3230352,"Lot 1 & 2 156 Akatarawa Road, Reikorangi",Two Heavenly Sections in Reikorangi,Yes,Yes
bayleys,https://www.bayleys.co.nz/3230367,3230367,"757 State Highway One, Te Horo",Lifestyle in a Great Location!,Yes,Yes
bayleys,https://www.bayleys.co.nz/3230398,3230398,"26 Forest Road, Waitarere",Escape to Waitarere Sands - Stage Two,Yes,Yes
bayleys,https://www.bayleys.co.nz/3230402,3230402,"7 Te Heke Place, Waikanae",Immaculately Presented Brand New Home,Yes,Yes
bayleys,https://www.bayleys.co.nz/3230404,3230404,"190 Rosetta Road, Raumati South",Want to Live on Rosetta? Now You Can!,Yes,Yes
bayleys,https://www.bayleys.co.nz/3230406,3230406,"103 Kakariki Grove, Waikanae","Brand New, Amazing View",Yes,Yes
bayleys,https://www.bayleys.co.nz/3230407,3230407,"167a Rosetta Road, Raumati South",Picture Perfect Beach Cottage,Yes,Yes
bayleys,https://www.bayleys.co.nz/3230408,3230408,"10 Sue Avenue, Otaki",Summer Living All Year Round!,Yes,Yes
bayleys,https://www.bayleys.co.nz/3230409,3230409,"36 Pitoitoi Street, Otaihanga",Just Move In and Relax,Yes,Yes
bayleys,https://www.bayleys.co.nz/3230411,3230411,"47 Margaret Road, Raumati Beach",More the Merrier on Margaret Road,Yes,Yes
bayleys,https://www.bayleys.co.nz/3230412,3230412,"101 Te Moana road, Waikanae Beach","Prime Residential Sections, Waikanae Beach",Yes,Yes
bayleys,https://www.bayleys.co.nz/3280629,3280629,"7 Molloys Road, Te Marua",Looking For Love,Yes,Yes
bayleys,https://www.bayleys.co.nz/3280630,3280630,"31 Kashmir Avenue, Clouston Park","Nothing to Do, Just Move!",Yes,Yes
bayleys,https://www.bayleys.co.nz/3280632,3280632,"15 Forest Road, Pinehaven",Owner Wants Sold!,Yes,Yes
bayleys,https://www.bayleys.co.nz/3280633,3280633,"47a Gillespies Road, Birchville",High on the Hill Top,Yes,Yes
bayleys,https://www.bayleys.co.nz/3280634,3280634,"5B Sequoia Place, Maoribank",Peaceful and Perfect,Yes,Yes
bayleys,https://www.bayleys.co.nz/3280635,3280635,"79A Hillside Drive, Maoribank",A Great Start!,Yes,Yes
bayleys,https://www.bayleys.co.nz/3300954,3300954,Wainuiomata,An Exciting New Eco-friendly Home,Yes,Yes
bayleys,https://www.bayleys.co.nz/3300973,3300973,"25 Finnimore Terrace, Vogeltown",Vacant City-Fringe Land with Huge Potential,Yes,Yes
bayleys,https://www.bayleys.co.nz/3301032,3301032,"74 and 76 Onslow Road, Khandallah",Build New & Get the View,Yes,Yes
bayleys,https://www.bayleys.co.nz/3301035,3301035,"13a Wade Street East, Wadestown","Stunning, Superior, Wadestown Section",Yes,Yes
bayleys,https://www.bayleys.co.nz/3301042,3301042,"26 Hindmarsh Street, Johnsonville",Resource Consented Home Awaiting New Owner,Yes,Yes
bayleys,https://www.bayleys.co.nz/3301141,3301141,"4-12 The Strand, Wainuiomata",Smart and Central,Yes,Yes
bayleys,https://www.bayleys.co.nz/3301192,3301192,"Lot 11, 281 Katherine Mansfield Drive, Whitemans Valley",Last Remaining 2Ha Lot,Yes,Yes
bayleys,https://www.bayleys.co.nz/3301205,3301205,"45/305 Evans Bay Parade, Hataitai",Future Opportunity,Yes,Yes
bayleys,https://www.bayleys.co.nz/3301224,3301224,"Lot 1 and 2 281A Katherine Mansfield Drive, Whitemans Valley",Titles Issued! Create Your Country Lifestyle Today,Yes,Yes
bayleys,https://www.bayleys.co.nz/3301265,3301265,"45 Mt Marua Way, Timberlea",Magic on Mt Marua,Yes,Yes
bayleys,https://www.bayleys.co.nz/3301282,3301282,"7J/242 Taranaki Street, Mount Cook",Hands off Investment - Easy Money!,Yes,Yes
bayleys,https://www.bayleys.co.nz/3301289,3301289,"31 Driver Crescent, Cannons Creek",Mortgagee Sale! - C.T WN26C/459,Yes,Yes
bayleys,https://www.bayleys.co.nz/3301292,3301292,"198 - 200 Maungakotukutuku Road, Kapiti Coast Surrounds",Your Ultimate Private Retreat,Yes,Yes
bayleys,https://www.bayleys.co.nz/3301293,3301293,"10/318 Oriental Parade, Oriental Bay",Fabulous Penthouse Apartment,Yes,Yes
bayleys,https://www.bayleys.co.nz/3301294,3301294,"22 Cromwell Point, Newlands",Executive Living,Yes,Yes
bayleys,https://www.bayleys.co.nz/3301300,3301300,"25/32 Cuba Street, Te Aro",Living the Dream on Cuba,Yes,Yes
bayleys,https://www.bayleys.co.nz/4000843,4000843,"2/648 Atawhai Cres, Atawhai",One Bedroom Stand Alone Home,Yes,No
bayleys,https://www.bayleys.co.nz/4001007,4001007,"a/10 Malvern Ave, Atawhai",One Bedroom Beauty,Yes,No
bayleys,https://www.bayleys.co.nz/4001322,4001322,"11 Queens Rd, Nelson South","2 bedroom home on Queens Rd, Nelson Hills",Yes,No
bayleys,https://www.bayleys.co.nz/4001985,4001985,"48 Korepo Road, Ruby Bay",Luxurious living in your own private oasis,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002004,4002004," Totara View Road, Wakefield",Totara Park Subdivision - only one left,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002064,4002064,"Lot 65  Shirtcliff Lane, Redwood Valley",5.9ha in the stunning Appleby Hills,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002131,4002131,"58 Greenacres Road, Redwood Valley",,Yes,No
bayleys,https://www.bayleys.co.nz/4002155,4002155,"40 Tasman Street, The Wood",Easy city living,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002219,4002219,"8 and 10 Inlet Road, Kaiteriteri",Rare opportunity in paradise,Yes,No
bayleys,https://www.bayleys.co.nz/4002225,4002225,"12 Macs Road, Hira","Motivated owners, priced to sell!",Yes,Yes
bayleys,https://www.bayleys.co.nz/4002250,4002250,"23 and 25 Zeehaen Place, Britannia Heights",Two prestigious sections with superb sea views,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002306,4002306,"24 Noel Jones Drive, Marybank",Time's up. Vendors need this sold.,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002326,4002326,"2/74 Golf Road, Tahunanui",Beachside living for first buyers/investors,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002338,4002338,"32 Seymour Avenue, The Brook",Dreaming of your own Grand Design?,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002340,4002340,"15 Biggsburn Way, Todds Valley","Rural beauty, city ease",Yes,Yes
bayleys,https://www.bayleys.co.nz/4002344,4002344,"122 Wakapuaka Road, Atawhai",Family Fun - Garaging and Grounds Galore!,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002356,4002356,"26 Valhalla Drive, Richmond",Eagle Rock - a birds eye view of Tasman Bay,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002374,4002374,"354 Hardy Street, Nelson",Bay window beauty by Queens Gardens,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002418,4002418,"43 Petra Way, Upper Moutere",Mahana rural joy - more of everything,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002423,4002423,"89 Haven Road, Nelson",Thriving business or private residence,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002427,4002427,"28 Citrus Lane, Enner Glynn",Spectacular ocean and mountain views!,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002463,4002463,"7 Highview Drive, Wakatu",Is this the one for you?,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002467,4002467,"33 Redmill Road, Redwood Valley","North-facing, sun-soaked section in Galeo Estate",Yes,Yes
bayleys,https://www.bayleys.co.nz/4002480,4002480,"2/433 Main Road, Stoke",,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002484,4002484,"113 Princes Drive, Britannia Heights","Great views, close to Nelson CBD",Yes,No
bayleys,https://www.bayleys.co.nz/4002492,4002492,"178 Moana Avenue, Britannia Heights","Bay views , sunsets, and fully furnished ...",Yes,No
bayleys,https://www.bayleys.co.nz/4002497,4002497,"3 Arthur Vista, Atawhai",Impeccable quality of life,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002498,4002498,"Lot 7  Otium Valley Subdivision, Atawhai",Lifestyle opportunity in Atawhai,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002508,4002508,"6 Quiet Woman Way, Monaco",One and two bedroom options in new-look Village,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002514,4002514,"83 Tahunanui Drive, Tahunanui",Potential galore!,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002515,4002515,"92 Templemore Drive, Richmond",3 bedroom home in Richmond,Yes,No
bayleys,https://www.bayleys.co.nz/4002517,4002517,"334 Wai-iti Valley Road, Belgrove","Paintball arena, golf course and the family home",Yes,Yes
bayleys,https://www.bayleys.co.nz/4002523,4002523,"16 Ngatitama Street, Nelson South","Large, classic, city-fringe house and grounds",Yes,Yes
bayleys,https://www.bayleys.co.nz/4002525,4002525,"7 Vista Drive, Bishopdale","What a surprise: Bay vista, family peace",Yes,Yes
bayleys,https://www.bayleys.co.nz/4002539,4002539,"52 Arapiki Road, Stoke",Feel the love!,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002541,4002541," Chamerion Way, Atawhai","Spectacular bare land views, near city",Yes,Yes
bayleys,https://www.bayleys.co.nz/4002545,4002545,"132 King Edward Street, Motueka",Countryfied family living near town,Yes,Yes
bayleys,https://www.bayleys.co.nz/4002548,4002548,"82 Kawai Street, Nelson South",Even from the street you'll know,Yes,Yes
